epoch,train_loss,train_accuracy_pct,validation_loss,validation_accuracy_pct,train_epoch_s
1,1.1932018880844115,55.458333333333336,0.7726841621398925,70.0,13.573072678000017
2,0.7104323231379192,72.53333333333333,0.652611530303955,74.15,13.539667653000038
3,0.6308847147623698,75.66666666666667,0.5931289339065552,76.5,13.549870216000045
4,0.5869482296307882,77.45,0.583681324005127,76.85,13.579994943999964
5,0.544648740530014,78.9,0.5328403549194336,79.2,13.540739039999949
