epoch,train_loss,train_accuracy_pct,validation_loss,validation_accuracy_pct,train_epoch_s
1,1.1052900214195251,59.65,0.7251279945373535,71.4,13.882242133999966
2,0.6718607627550761,73.28333333333333,0.6311701126098633,75.0,13.865737404000015
3,0.6056751279830933,76.46666666666667,0.5661860208511352,78.05,13.83458887200004
4,0.5607182216644288,78.44166666666666,0.5475547161102295,78.65,13.846532914000022
5,0.5183803877035776,79.91666666666667,0.5212505483627319,79.65,13.868998331999933
